,topic,model_name,summ_sent,sent_label,exp,type,category
1890,"Poker, Hookers, and the CIA",model_B,"They are looking for evidence related to allegations of illegal gambling, prostitution, and money laundering.",no,"It is not clear that ""poker"" mentioned in the source is ""illegal gambling"", and ""money laundering"" is not mentioned anywhere in the source. In addition, the whole assumption that the search is about finding ""evidence"" of these violations is not supported directly in the document.","Reasoning Error, Extrinsic Information",marginal
1891,"Poker, Hookers, and the CIA",Model-Extra,Police searched the home of the third-ranking CIA official.,no,"The sentence becomes inconsistent with the word ""third-ranking"". The rank of the agent was not discussed, only that the agent was third in charge.",Nuanced Meaning Shift,marginal
1892,"Poker, Hookers, and the CIA",Model-Extra,"The complicated story involves poker, hookers, and the CIA.",no,"The news piece has the elements listed in the title given to it, but there is only a mention of the story that will be sorted out later and no indication that the story contains anything other than the CIA.",Extrinsic Information,marginal
1893,"Poker, Hookers, and the CIA",Model-Extra,The CIA's inspector general is investigating whether the official used agency contractors and employees to help facilitate his personal interests.,no,The entire sentence contains information not grounded in the source document. Nothing is mentioned about investigation by the CIA's inspector general.,Extrinsic Information,marginal
1894,"Poker, Hookers, and the CIA",model_C,The CIA's third-in-command was found to have been involved in illegal activities such as using hookers and playing poker during work hours.,no,"Th statement that the CIA's official ""was found to have been involved in illegal activities such as using hookers and playing poker during work hours"" is not grounded in the source. The source document mentions that the police ""search the official's home"" and that the story involves ""poker, hookers, and CIA"", which does not mean that ""he"" specifically was found to be have been involved.",Extrinsic Information,marginal
1896,"Poker, Hookers, and the CIA",model_D,The news report discusses a police search of the home of a high-ranking CIA official in connection with an investigation involving illegal activities such as poker games and the procurement of prostitutes.,no,"It is not apparent that ""poker"" is an illegal activity as it is not directly stated in the document.",Reasoning Error,marginal
1897,"Poker, Hookers, and the CIA",model_E,"The news report discusses the controversy surrounding the search of the home of the third-highest ranking official at the Central Intelligence Agency, who is accused of involvement in illegal activities such as gambling and prostitution.",no,"1. There is no mention about the official being ""accused of involvement in illegal activities"", the document only mentions that the story involves ""poker, prostitution and CIA"" and the search conducted by the police.
2. There is no mentioned ""controversy"" around the search as claimed in the summary
3. the man ""was"" the third in charge, so the tense used is inconsistent (the current rank is unknown and he may no longer be the CIA official).","Nuanced Meaning Shift, Extrinsic Information, Tense/Modality Error",marginal
1898,President Bush's Immigration Plan,model_A,"President Bush has announced a plan for comprehensive immigration reform which includes securing the border, penalties for employers who hire illegal immigrants, and a path to citizenship for undocumented immigrants who have been in the U.S. for at least five years and have no criminal record.",no,"The text mentions that President Bush will speak about the immigration plan during his prime time address, but it doesn't elaborate on what the plan includes.",Extrinsic Information,marginal
1899,President Bush's Immigration Plan,model_A,The plan also includes provisions for temporary worker programs and expanding legal immigration.,no,Hallucination (none of this information is mentioned in the text),Extrinsic Information,marginal
1900,President Bush's Immigration Plan,model_B,President Bush is expected to propose a comprehensive immigration reform plan on Monday night that includes a pathway to citizenship for undocumented immigrants who have been in the country for at least five years and have paid a fine and back taxes.,no,"Although the text does mentions President Bush's immigration plan address, it text does not expand on what the immigration plan will include, such as ""a pathway to citizenship for undocumented immigrants who have been in the country for at least five years and have paid a fine and back taxes.""",Extrinsic Information,marginal
1901,President Bush's Immigration Plan,model_B,The plan also includes increased border security and measures to crack down on employers who hire undocumented workers.,no,"The text does not mention what the immigration plan will include, such as ""increased border security and measures to crack down on employers who hire undocumented workers.""",Extrinsic Information,marginal
1902,President Bush's Immigration Plan,model_C,"President Bush is planning a prime time address on Monday to discuss his immigration plan, which includes a guest worker program and a path to citizenship for some undocumented immigrants.",no,"The text does not elaborate on the details of the plan, such as it including ""a guest worker program and a path to citizenship for some undocumented immigrants.""",Extrinsic Information,marginal
